dataset_index,cube,geo_group,season,donor_index,donor_cube,suffix_horizon,state_A_B_l1,state_A_donor_l1,n_valid,target_sum,target_sum_sq,D20_sse,D20_sum_abs,A_sse,A_sum_abs,B_sse,B_sum_abs,donor_sse,donor_sum_abs,A_B_output_mae,A_D20_output_mae,B_D20_output_mae,donor_A_output_mae
1,minicube_100_32TPP_43.28_10.58,32TPP,2021-05,41,minicube_13_29TPE_39.88_-7.17,1,0.17476128041744232,0.8212341070175171,15852,7679.419921875,4356.7509765625,192.92794799804688,1381.638671875,161.58218383789062,1275.860107421875,172.13909912109375,1316.359375,153.0430450439453,1258.69091796875,0.006215183530002832,0.024279503151774406,0.01818678341805935,0.07407160103321075
1,minicube_100_32TPP_43.28_10.58,32TPP,2021-05,41,minicube_13_29TPE_39.88_-7.17,2,0.17476128041744232,0.8212341070175171,15850,7553.7490234375,4242.21875,226.30760192871094,1518.14013671875,173.69308471679688,1320.028076171875,185.54312133789062,1364.573486328125,144.868896484375,1227.578369140625,0.006278677377849817,0.029694942757487297,0.02343783713877201,0.07071463018655777
1,minicube_100_32TPP_43.28_10.58,32TPP,2021-05,41,minicube_13_29TPE_39.88_-7.17,3,0.17476128041744232,0.8212341070175171,14076,6044.90966796875,2915.8515625,265.16607666015625,1669.4512939453125,174.80612182617188,1292.6644287109375,188.9407501220703,1353.690673828125,99.48365020751953,915.9263916015625,0.006052094511687756,0.03659011051058769,0.030552344396710396,0.07201074808835983
1,minicube_100_32TPP_43.28_10.58,32TPP,2021-05,41,minicube_13_29TPE_39.88_-7.17,4,0.17476128041744232,0.8212341070175171,15851,7729.6689453125,4432.38720703125,266.5589599609375,1664.0506591796875,188.98687744140625,1396.615234375,199.68553161621094,1434.50927734375,155.52967834472656,1273.769287109375,0.005506203975528479,0.03829939663410187,0.03281932696700096,0.07064307481050491
1,minicube_100_32TPP_43.28_10.58,32TPP,2021-05,41,minicube_13_29TPE_39.88_-7.17,5,0.17476128041744232,0.8212341070175171,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1,minicube_100_32TPP_43.28_10.58,32TPP,2021-05,41,minicube_13_29TPE_39.88_-7.17,6,0.17476128041744232,0.8212341070175171,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1,minicube_100_32TPP_43.28_10.58,32TPP,2021-05,41,minicube_13_29TPE_39.88_-7.17,7,0.17476128041744232,0.8212341070175171,15144,7189.552734375,3964.39892578125,236.64169311523438,1528.016845703125,212.14183044433594,1427.180908203125,221.76882934570312,1463.6622314453125,141.24119567871094,1171.14892578125,0.004105571191757917,0.013796169310808182,0.01072003971785307,0.06460532546043396
1,minicube_100_32TPP_43.28_10.58,32TPP,2021-05,41,minicube_13_29TPE_39.88_-7.17,8,0.17476128041744232,0.8212341070175171,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1,minicube_100_32TPP_43.28_10.58,32TPP,2021-05,41,minicube_13_29TPE_39.88_-7.17,9,0.17476128041744232,0.8212341070175171,15851,7818.42138671875,4468.46826171875,200.95474243164062,1396.3861083984375,200.9369659423828,1394.037109375,207.31085205078125,1419.17578125,154.85440063476562,1258.7890625,0.0031641677487641573,0.006598597392439842,0.006891640368849039,0.06454455852508545
1,minicube_100_32TPP_43.28_10.58,32TPP,2021-05,41,minicube_13_29TPE_39.88_-7.17,10,0.17476128041744232,0.8212341070175171,11905,6234.69287109375,3737.835693359375,126.51768493652344,939.0947265625,133.9595947265625,968.365478515625,136.87295532226562,979.9812622070312,133.82742309570312,1018.1614990234375,0.0026722813490778208,0.006377775687724352,0.008344005793333054,0.06518780440092087
